File	Relation ID	PDTB3 sense	Type	Connective	External argument	Internal argument	Full text
maz-13125.xml	13	Comparison.Concession.Arg1-as-denier	explicit	auch wenn	Wir können nicht sicher sein , dass unsere Regierung im Sinne des Volkes handelt ,	der Kanzler Amerika gegenüber die uneingeschränkte Solidarität Deutschlands erklärt hat .	Wir können nicht sicher sein , dass unsere Regierung im Sinne des Volkes handelt , auch wenn der Kanzler Amerika gegenüber die uneingeschränkte Solidarität Deutschlands erklärt hat .
maz-13125.xml	14	Expansion.Conjunction	implicit		Der Reichstagsbrand im Jahre 1933 und der Krieg in Afghanistan - sie scheinen auf den ersten Blick nichts miteinander zu tun zu haben .	Mancher mag gar erbost darüber sein , die Ereignisse in einem Atemzuge zu lesen .	Der Reichstagsbrand im Jahre 1933 und der Krieg in Afghanistan - sie scheinen auf den ersten Blick nichts miteinander zu tun zu haben . Mancher mag gar erbost darüber sein , die Ereignisse in einem Atemzuge zu lesen .
maz-13125.xml	15	Contingency.Cause.Reason	explicit	denn	Können wir denn alles glauben , was uns heute über den Kampf gegen den Terrorismus in dem asisatischen Land gesagt wird ?	Und doch : Was den Leuten damals über den Reichstagsbrand erzählt wurde , üwar Lüge .	Und doch : Was den Leuten damals über den Reichstagsbrand erzählt wurde , üwar Lüge . Können wir denn alles glauben , was uns heute über den Kampf gegen den Terrorismus in dem asisatischen Land gesagt wird ?
maz-13125.xml	16	Expansion.Level-of-detail.Arg2-as-detail	implicit		Können wir denn alles glauben , was uns heute über den Kampf gegen den Terrorismus in dem asisatischen Land gesagt wird ?	Dieser Krieg entzieht sich selbst Medienbeobachtern weitgehend .	Können wir denn alles glauben , was uns heute über den Kampf gegen den Terrorismus in dem asisatischen Land gesagt wird ? Dieser Krieg entzieht sich selbst Medienbeobachtern weitgehend .
maz-13125.xml	17	Expansion.Conjunction	implicit		Dieser Krieg entzieht sich selbst Medienbeobachtern weitgehend .	Was man nicht durch Augenschein nachprüfen kann , ist manipulierbar .	Dieser Krieg entzieht sich selbst Medienbeobachtern weitgehend . Was man nicht durch Augenschein nachprüfen kann , ist manipulierbar .
maz-13125.xml	18	Expansion.Instantiation.Arg2-as-instance	implicit		Was man nicht durch Augenschein nachprüfen kann , ist manipulierbar .	Es kann so dargestellt werden , dass es den Interessen der Machthaber nutzt .	Was man nicht durch Augenschein nachprüfen kann , ist manipulierbar . Es kann so dargestellt werden , dass es den Interessen der Machthaber nutzt .
maz-13125.xml	19	Expansion.Equivalence	implicit		"Die Botschaft der Autoren des am Samstag in Zossen aufgeführten Stücks "" Eines Tages müssen wir die Wahrheit sagen "" ist übertragbar auf die Gegenwart :"	""" Seid sensibler und aufmerksamer , denn wir können nicht sicher sein ... """	"Die Botschaft der Autoren des am Samstag in Zossen aufgeführten Stücks "" Eines Tages müssen wir die Wahrheit sagen "" ist übertragbar auf die Gegenwart : "" Seid sensibler und aufmerksamer , denn wir können nicht sicher sein ... """
maz-13125.xml	20	Comparison.Concession.Arg2-as-denier	implicit		""" Seid sensibler und aufmerksamer , denn wir können nicht sicher sein ... """	Nein , wir können nicht sicher sein , dass man uns die Wahrheit sagt .	""" Seid sensibler und aufmerksamer , denn wir können nicht sicher sein ... "" Nein , wir können nicht sicher sein , dass man uns die Wahrheit sagt ."
maz-13125.xml	21	Expansion.Level-of-detail.Arg2-as-detail	implicit		Nein , wir können nicht sicher sein , dass man uns die Wahrheit sagt .	Wir können nicht sicher sein , dass unsere Regierung im Sinne des Volkes handelt , auch wenn der Kanzler Amerika gegenüber die uneingeschränkte Solidarität Deutschlands erklärt hat .	Nein , wir können nicht sicher sein , dass man uns die Wahrheit sagt . Wir können nicht sicher sein , dass unsere Regierung im Sinne des Volkes handelt , auch wenn der Kanzler Amerika gegenüber die uneingeschränkte Solidarität Deutschlands erklärt hat .
maz-13125.xml	22	Contingency.Cause.Result	implicit		Wir können nicht sicher sein , dass unsere Regierung im Sinne des Volkes handelt , auch wenn der Kanzler Amerika gegenüber die uneingeschränkte Solidarität Deutschlands erklärt hat .	In meinem Namen sprach er jedenfalls nicht .	Wir können nicht sicher sein , dass unsere Regierung im Sinne des Volkes handelt , auch wenn der Kanzler Amerika gegenüber die uneingeschränkte Solidarität Deutschlands erklärt hat . In meinem Namen sprach er jedenfalls nicht .
maz-5297.xml	1	Contingency.Cause.Result	explicit	Damit	Die Lausitzer Braunkohle AG ( Laubag ) hat im abgelaufenen Geschäftsjahr mit der Förderung und dem Verkauf von Braunkohle erstmals Verluste gemacht .	wird erneut deutlich , dass eine Neuordnung der Energiewirtschaft in Ostdeutschland überfällig ist .	Die Lausitzer Braunkohle AG ( Laubag ) hat im abgelaufenen Geschäftsjahr mit der Förderung und dem Verkauf von Braunkohle erstmals Verluste gemacht . Damit wird erneut deutlich , dass eine Neuordnung der Energiewirtschaft in Ostdeutschland überfällig ist .
maz-5297.xml	2	Temporal.Synchronous	explicit	Als	hielt sie sich bei ihrem Lieferanten schadlos .	die Veag wegen der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste ,	Als die Veag wegen der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste , hielt sie sich bei ihrem Lieferanten schadlos .
maz-5297.xml	3	Contingency.Cause.Reason	explicit	Denn	Damit wird erneut deutlich , dass eine Neuordnung der Energiewirtschaft in Ostdeutschland überfällig ist .	die Laubag und ihr wichtigster Kunde , die Veag , hängen wie siamesische Zwillinge voneinander ab .	Damit wird erneut deutlich , dass eine Neuordnung der Energiewirtschaft in Ostdeutschland überfällig ist . Denn die Laubag und ihr wichtigster Kunde , die Veag , hängen wie siamesische Zwillinge voneinander ab .
maz-5297.xml	7	Contingency.Cause.Reason	explicit	wegen	Als die Veag hielt sie sich bei ihrem Lieferanten schadlos .	der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste ,	Als die Veag wegen der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste , hielt sie sich bei ihrem Lieferanten schadlos .
maz-5297.xml	9	Comparison.Concession.Arg2-as-denier	explicit	Allerdings	Die Idee , auch einen Gasversorger mit ins Boot zu holen , ist im Prinzip nicht schlecht .	gilt auch hier , dass zu viele Köche den Brei verderben können .	Die Idee , auch einen Gasversorger mit ins Boot zu holen , ist im Prinzip nicht schlecht . Allerdings gilt auch hier , dass zu viele Köche den Brei verderben können .
maz-5297.xml	10	Expansion.Instantiation.Arg2-as-instance	implicit		Denn die Laubag und ihr wichtigster Kunde , die Veag , hängen wie siamesische Zwillinge voneinander ab .	Als die Veag wegen der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste , hielt sie sich bei ihrem Lieferanten schadlos .	Denn die Laubag und ihr wichtigster Kunde , die Veag , hängen wie siamesische Zwillinge voneinander ab . Als die Veag wegen der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste , hielt sie sich bei ihrem Lieferanten schadlos .
maz-5297.xml	11	Expansion.Conjunction	implicit		Als die Veag wegen der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste , hielt sie sich bei ihrem Lieferanten schadlos .	Die Laubag musste Preiszugeständnisse machen , die sie nun selbst in Bedrängnis bringen .	Als die Veag wegen der Liberalisierung des Strommarktes unter Druck geriet und ihre Strompreise senken musste , hielt sie sich bei ihrem Lieferanten schadlos . Die Laubag musste Preiszugeständnisse machen , die sie nun selbst in Bedrängnis bringen .
maz-5297.xml	12	Contingency.Cause.Result	implicit		Die Laubag musste Preiszugeständnisse machen , die sie nun selbst in Bedrängnis bringen .	Einziger Weg aus dem Dilemma ist die Bildung eines neuen Energiekonzerns aus Rohstofflieferanten , Stromerzeugern und Endversorgern , in dem Risiken besser verteilt werden können .	Die Laubag musste Preiszugeständnisse machen , die sie nun selbst in Bedrängnis bringen . Einziger Weg aus dem Dilemma ist die Bildung eines neuen Energiekonzerns aus Rohstofflieferanten , Stromerzeugern und Endversorgern , in dem Risiken besser verteilt werden können .
maz-5297.xml	13	Expansion.Conjunction	implicit		Einziger Weg aus dem Dilemma ist die Bildung eines neuen Energiekonzerns aus Rohstofflieferanten , Stromerzeugern und Endversorgern , in dem Risiken besser verteilt werden können .	Die Idee , auch einen Gasversorger mit ins Boot zu holen , ist im Prinzip nicht schlecht .	Einziger Weg aus dem Dilemma ist die Bildung eines neuen Energiekonzerns aus Rohstofflieferanten , Stromerzeugern und Endversorgern , in dem Risiken besser verteilt werden können . Die Idee , auch einen Gasversorger mit ins Boot zu holen , ist im Prinzip nicht schlecht .
maz-5297.xml	14	Contingency.Cause.Result	implicit		Allerdings gilt auch hier , dass zu viele Köche den Brei verderben können .	Zumindest muss klar sein , wer im neuen Konzern das Sagen hat .	Allerdings gilt auch hier , dass zu viele Köche den Brei verderben können . Zumindest muss klar sein , wer im neuen Konzern das Sagen hat .
maz-4282.xml	1	Temporal.Asynchronous.Precedence	explicit	Und	Erst spielen die Dallgower Gemeindevertreter so statisch und verzagt wie die deutsche Abwehrreihe der Fußballkicker .	dann kommt aus der Tiefe solch ein fulminanter Steilpass , von dem man hofft , dass die Seeburger oder Groß-Glienicker Mitspieler ihn aufnehmen können .	Erst spielen die Dallgower Gemeindevertreter so statisch und verzagt wie die deutsche Abwehrreihe der Fußballkicker . Und dann kommt aus der Tiefe solch ein fulminanter Steilpass , von dem man hofft , dass die Seeburger oder Groß-Glienicker Mitspieler ihn aufnehmen können .
maz-4282.xml	2	Temporal.Asynchronous.Precedence	explicit	dann	Erst spielen die Dallgower Gemeindevertreter so statisch und verzagt wie die deutsche Abwehrreihe der Fußballkicker .	Und kommt aus der Tiefe solch ein fulminanter Steilpass , von dem man hofft , dass die Seeburger oder Groß-Glienicker Mitspieler ihn aufnehmen können .	Erst spielen die Dallgower Gemeindevertreter so statisch und verzagt wie die deutsche Abwehrreihe der Fußballkicker . Und dann kommt aus der Tiefe solch ein fulminanter Steilpass , von dem man hofft , dass die Seeburger oder Groß-Glienicker Mitspieler ihn aufnehmen können .
maz-4282.xml	3	Temporal.Asynchronous.Precedence	explicit	dann	den Ball erst zurückgespielt	und um so drängender wieder gefordert .	den Ball erst zurückgespielt und dann um so drängender wieder gefordert .
maz-4282.xml	4	Comparison.Concession.Arg2-as-denier	explicit	allerdings	Und dann kommt aus der Tiefe solch ein fulminanter Steilpass , von dem man hofft , dass die Seeburger oder Groß-Glienicker Mitspieler ihn aufnehmen können .	Ein Befreiungsschlag ist es nicht , weil es vorerst keine Gefahr fürs Dallgower Tor gab .	Und dann kommt aus der Tiefe solch ein fulminanter Steilpass , von dem man hofft , dass die Seeburger oder Groß-Glienicker Mitspieler ihn aufnehmen können . Ein Befreiungsschlag ist es allerdings nicht , weil es vorerst keine Gefahr fürs Dallgower Tor gab .
maz-4282.xml	5	Contingency.Cause.Reason	explicit	weil	Ein Befreiungsschlag ist es allerdings nicht ,	es vorerst keine Gefahr fürs Dallgower Tor gab .	Ein Befreiungsschlag ist es allerdings nicht , weil es vorerst keine Gefahr fürs Dallgower Tor gab .
maz-4282.xml	6	Temporal.Asynchronous.Precedence	explicit	und	Die Seeburger und einige Groß-Glienicker haben den Ball erst zurückgespielt	dann um so drängender wieder gefordert .	Die Seeburger und einige Groß-Glienicker haben den Ball erst zurückgespielt und dann um so drängender wieder gefordert .
maz-4282.xml	7	Expansion.Conjunction	explicit	Und	Eine Diskussion , wo künftig die Trainerkabine stehen soll , wäre in der jetzigen Spielsituation verheerend .	eine Parallele zu den deutschen Grotten-Kickern gibt es immer noch .	Eine Diskussion , wo künftig die Trainerkabine stehen soll , wäre in der jetzigen Spielsituation verheerend . Und eine Parallele zu den deutschen Grotten-Kickern gibt es immer noch .
maz-4282.xml	8	Comparison.Concession.Arg1-as-denier	explicit	Auch wenn	"sie müssen sich daran gewöhnen , dass sie nun in einer Mannschaft "" Döberitzer Heide "" spielen ."	die Spieler aus den verschiedenen Vereinen zusammengewürfelt sind ,	"Auch wenn die Spieler aus den verschiedenen Vereinen zusammengewürfelt sind , sie müssen sich daran gewöhnen , dass sie nun in einer Mannschaft "" Döberitzer Heide "" spielen ."
maz-4282.xml	11	Comparison.Concession.Arg2-as-denier	explicit	allerdings	Ermahnungen von der Seitenlinie , miteinander fair umzugehen und sich nicht beim kleinsten Schubser gegenseitig zu zerfleischen , sind normalerweise überflüssig .	Vorerst hilfreich .	Ermahnungen von der Seitenlinie , miteinander fair umzugehen und sich nicht beim kleinsten Schubser gegenseitig zu zerfleischen , sind normalerweise überflüssig . Vorerst allerdings hilfreich .
maz-4282.xml	12	Expansion.Conjunction	explicit	Und	"sie müssen sich daran gewöhnen , dass sie nun in einer Mannschaft "" Döberitzer Heide "" spielen ."	das heißt gemeinsam und nicht gegeneinander .	"sie müssen sich daran gewöhnen , dass sie nun in einer Mannschaft "" Döberitzer Heide "" spielen . Und das heißt gemeinsam und nicht gegeneinander ."
maz-4282.xml	13	Expansion.Instantiation.Arg2-as-instance	implicit		Wunder gibt es immer wieder !	Erst spielen die Dallgower Gemeindevertreter so statisch und verzagt wie die deutsche Abwehrreihe der Fußballkicker .	Wunder gibt es immer wieder ! Erst spielen die Dallgower Gemeindevertreter so statisch und verzagt wie die deutsche Abwehrreihe der Fußballkicker .
maz-4282.xml	14	Expansion.Conjunction	implicit		Ein Befreiungsschlag ist es allerdings nicht , weil es vorerst keine Gefahr fürs Dallgower Tor gab .	Die Seeburger und einige Groß-Glienicker haben den Ball erst zurückgespielt und dann um so drängender wieder gefordert .	Ein Befreiungsschlag ist es allerdings nicht , weil es vorerst keine Gefahr fürs Dallgower Tor gab . Die Seeburger und einige Groß-Glienicker haben den Ball erst zurückgespielt und dann um so drängender wieder gefordert .
maz-4282.xml	15	Temporal.Asynchronous.Precedence	AltLex	Nun	Die Seeburger und einige Groß-Glienicker haben den Ball erst zurückgespielt und dann um so drängender wieder gefordert .	Nun sollen sie zeigen , wie sie die Chance verwerten .	Die Seeburger und einige Groß-Glienicker haben den Ball erst zurückgespielt und dann um so drängender wieder gefordert . Nun sollen sie zeigen , wie sie die Chance verwerten .
maz-4282.xml	16		NoRel		Nun sollen sie zeigen , wie sie die Chance verwerten .	Eine Diskussion , wo künftig die Trainerkabine stehen soll , wäre in der jetzigen Spielsituation verheerend .	Nun sollen sie zeigen , wie sie die Chance verwerten . Eine Diskussion , wo künftig die Trainerkabine stehen soll , wäre in der jetzigen Spielsituation verheerend .
maz-4282.xml	17	Contingency.Cause.Reason	implicit		Und eine Parallele zu den deutschen Grotten-Kickern gibt es immer noch .	"Auch wenn die Spieler aus den verschiedenen Vereinen zusammengewürfelt sind , sie müssen sich daran gewöhnen , dass sie nun in einer Mannschaft "" Döberitzer Heide "" spielen ."	"Und eine Parallele zu den deutschen Grotten-Kickern gibt es immer noch . Auch wenn die Spieler aus den verschiedenen Vereinen zusammengewürfelt sind , sie müssen sich daran gewöhnen , dass sie nun in einer Mannschaft "" Döberitzer Heide "" spielen ."
maz-4282.xml	18	Expansion.Conjunction	implicit		Und das heißt gemeinsam und nicht gegeneinander .	Ermahnungen von der Seitenlinie , miteinander fair umzugehen und sich nicht beim kleinsten Schubser gegenseitig zu zerfleischen , sind normalerweise überflüssig .	Und das heißt gemeinsam und nicht gegeneinander . Ermahnungen von der Seitenlinie , miteinander fair umzugehen und sich nicht beim kleinsten Schubser gegenseitig zu zerfleischen , sind normalerweise überflüssig .
